aruco_ids,fruit_id,height,x,y,ma,MA,angle,perimeter,coff,calyx_MA,calyx_ma,calyx_MA_rel,calyx_ma_rel,area,maMAratio,KPIN,gt_weight
852,195.0,1195.685791015625,2040.6387939453125,1002.6482543945312,48.07222472667705,54.53934482608821,87.42924499511719,161.34197725320104,12.657367949916548,48.07222472667705,54.53934482608821,0.209660604141996,0.4708820730274543,2059.178613927508,0.8814228495037275,4217,94.07
687,196.0,1200.48486328125,1827.604248046875,991.157470703125,47.2616839237396,51.66373122760131,53.85673141479492,155.46861218992424,7.088942580220594,47.2616839237396,51.66373122760131,0.2744242437346887,0.0039740461944708,1917.7184259603025,0.9147942434806194,4217,87.82
852,195.0,1190.2093505859375,2045.1715087890625,876.9010620117188,46.505247656212106,54.98583266073988,85.44684600830078,159.70021875995366,10.870280139252507,46.505247656212106,54.98583266073988,0.2068035062273238,0.4000463172034167,2008.3650213696703,0.8457678170147462,4217,94.07
852,195.0,1194.9007568359375,2038.947998046875,737.8248901367188,46.08415802666551,55.29224078482915,88.62396240234375,159.57028850145633,8.873255999709171,46.08415802666551,55.29224078482915,0.1587295652046901,0.3343045295151479,2001.2702028560675,0.8334651910021683,4217,94.07
687,203.0,1190.16552734375,1912.686279296875,847.2896728515625,47.38268773746048,49.96121193757475,28.235918045043945,152.9342633706616,3.27599363476136,47.38268773746048,49.96121193757475,0.0376217404235763,0.1319453552385277,1859.270326634091,0.9483894785551624,4217,87.82
528,202.0,1078.4693603515625,1098.115234375,650.2255859375,47.381291562162936,52.28683664132246,84.93861389160156,156.65315927540507,9.57719650811407,47.381291562162936,52.28683664132246,0.3329038387758313,0.1650927161010802,1945.75943074482,0.9061801134994912,4217,69.4
687,203.0,1189.2174072265625,1915.3038330078125,710.9799194335938,46.849293285188494,50.24675205114381,37.08576202392578,152.56479879081974,3.113557276191392,46.849293285188494,50.24675205114381,0.0946559617525804,0.0815357826802654,1848.846772947055,0.9323845098983272,4217,87.82
852,195.0,1193.727783203125,2041.7242431640625,601.72705078125,45.68837008738534,55.30977176428815,91.38446044921876,159.00764888365012,7.309745640190144,45.68837008738534,55.30977176428815,0.147332204952939,0.2642245405257676,1984.7116218348676,0.8260451748398814,4217,94.07
517,231.0,1115.7137451171875,2761.02880859375,1025.26025390625,43.78425611458641,52.730396935144455,109.20315551757812,151.9306778049534,6.719405796889922,43.78425611458641,52.730396935144455,0.2219105286327944,0.1510997624306403,1813.296809684305,0.8303418646447643,4217,69.95
836,219.0,1152.88916015625,3301.064453125,911.7021484375,41.99663033473376,59.79835887650571,93.34051513671876,161.1240660872866,15.115197104385189,41.99663033473376,59.79835887650571,0.5020257639032402,0.0927061381513185,1972.3936338175224,0.7023040619135434,4217,65.42
687,203.0,1186.509521484375,1913.4200439453125,575.2186889648438,47.48042822498758,50.835890558767616,39.04837417602539,154.47988735370097,4.125792952631556,47.48042822498758,50.835890558767616,0.1516842612452178,0.0595538221511052,1895.723285464675,0.9339942254006344,4217,87.82
852,195.0,1190.8486328125,2040.9378662109373,466.5164184570313,44.965920943322224,54.69198651543267,91.5885009765625,156.91525130277614,6.400632717660816,44.965920943322224,54.69198651543267,0.1617218580296333,0.2023329272222935,1931.5104938856784,0.8221665331288341,4217,94.07
517,231.0,1107.39013671875,2762.104248046875,882.8485107421875,43.68524375971936,51.661634967982216,104.30501556396484,150.03268081310256,7.933934246169878,43.68524375971936,51.661634967982216,0.2611355610264241,0.1960741645135481,1772.5267220406477,0.8456031983268376,4217,69.95
528,202.0,1076.0966796875,1093.463134765625,497.89166259765625,46.95121587082923,53.13564707829999,93.0037841796875,157.36617851792846,9.820925566433605,46.95121587082923,53.13564707829999,0.3277466935276256,0.1935327599915874,1959.3981719507312,0.8836105035409193,4217,69.4
836,219.0,1149.6514892578125,3305.1416015625,774.1837768554688,41.93999986900412,60.152196522078505,88.55316162109375,161.64442238487695,15.329386476434514,41.93999986900412,60.152196522078505,0.5053721807562681,0.0999789682646708,1981.3892245869797,0.6972313945943818,4217,65.42
687,203.0,1178.2969970703125,1912.1209716796875,438.8691711425781,47.18884971637805,51.34419154941031,33.55693435668945,154.84416326962898,4.98051895540177,47.18884971637805,51.34419154941031,0.1926582796390508,0.0151892200284505,1902.9202704649067,0.9190689013180112,4217,87.82
517,231.0,1103.3399658203125,2763.710693359375,739.0203247070312,44.15678342377877,51.56334889256682,94.7812042236328,150.58197238348953,8.695831820837322,44.15678342377877,51.56334889256682,0.2801469572431321,0.2166959745480517,1788.2507962218622,0.8563598829816161,4217,69.95
852,195.0,1186.2506103515625,2040.339599609375,330.417236328125,44.59823115708964,55.14659206101006,94.70118713378906,157.11717449292732,5.348520452699962,44.59823115708964,55.14659206101006,0.1629453119621229,0.130944751464692,1931.6400204756608,0.8087214366347335,4217,94.07
836,219.0,1147.989990234375,3308.8984375,637.5953979492188,43.91015569941758,59.7641717530937,87.38005065917969,163.80471474539445,15.237504929062306,43.91015569941758,59.7641717530937,0.4832450277832743,0.2073807206026105,2061.084340159204,0.734723738510516,4217,65.42
528,202.0,1065.1756591796875,1088.3486328125,345.8271484375,47.68306283068432,52.48333142509977,106.03519439697266,157.4313548136631,10.26235777414492,47.68306283068432,52.48333142509977,0.362726710161817,0.1558271955441596,1965.5107322536085,0.9085372733766712,4217,69.4
801,255.0,1102.767333984375,2051.684326171875,990.6397705078124,46.77136117926078,49.77337082723834,128.62498474121094,151.6887695004145,2.9086981847084514,46.77136117926078,49.77337082723834,0.0573353181020296,0.10908424210142,1828.3820304640867,0.93968643075436,4217,88.2
687,196.0,1182.53857421875,1819.0294189453125,313.19952392578125,48.31105705567186,52.02165106849199,92.22675323486328,157.65614349568855,6.989471853715442,48.31105705567186,52.02165106849199,0.2117057097169874,0.1778646309731323,1973.879120619778,0.9286721213839456,4217,87.82
852,195.0,1180.2813720703125,2039.7989501953125,196.3153381347656,44.744820632538826,54.68686392091516,97.07108306884766,156.57754804729464,4.880009394419458,44.744820632538826,54.68686392091516,0.1663263505936533,0.0756408441566919,1921.833112406496,0.8182005224736618,4217,94.07
622,257.0,1154.15869140625,3493.36669921875,1025.9832763671875,43.6342214965556,63.92696220828607,102.3269271850586,170.46351047012493,19.217936948249083,43.6342214965556,63.92696220828607,0.5781961322445298,0.2396122835261895,2190.792172716013,0.6825636631127113,4217,68.48
528,197.0,1080.9962158203125,1162.538330078125,259.6279602050781,46.73477384356938,53.0291536187021,88.28465270996094,156.86480208492816,6.325288085679017,46.73477384356938,53.0291536187021,0.2208005353200028,0.1017193322825335,1946.4565892048504,0.8813034086798465,4217,69.4
836,219.0,1141.019287109375,3312.713134765625,499.9140319824219,44.32471722201315,59.75289800491116,84.1265869140625,164.3840876507348,15.219899035138155,44.32471722201315,59.75289800491116,0.4814738623151599,0.2188589508259699,2080.150839027217,0.7418002925710825,4217,65.42
687,196.0,1174.8841552734375,1815.3641357421875,173.8984375,48.38486785176874,51.56191040725592,125.1415786743164,157.0356932482408,8.323636818580121,48.38486785176874,51.56191040725592,0.3175240635029098,0.0654752654949394,1959.424078175914,0.9383839246763034,4217,87.82
622,257.0,1151.8807373046875,3490.734375,884.75927734375,43.75796862615387,62.62715975998438,98.91552734375,168.42623604566018,19.25510825064126,43.75796862615387,62.62715975998438,0.5946565636175691,0.2218623932677556,2152.334415981826,0.6987059415412452,4217,68.48
836,219.0,1138.677978515625,3311.05615234375,356.3135070800781,44.285759852938405,59.77220653046875,81.00031280517578,164.36021015210196,15.778421350418654,44.285759852938405,59.77220653046875,0.4898938601224507,0.2589078127261092,2078.9941651075333,0.7409089010351966,4217,65.42
801,255.0,1097.427978515625,2047.5262451171875,841.6463012695312,45.67683863890728,49.27319783617235,114.63460540771484,149.20066557219198,1.7812809166927903,45.67683863890728,49.27319783617235,0.0134850627213107,0.0765869767198807,1767.651590851225,0.9270118572530536,4217,88.2
801,255.0,1098.951171875,2048.76171875,695.1776733398438,45.17774985686497,49.87606876824275,107.537841796875,149.4013989711118,0.6107813420297136,45.17774985686497,49.87606876824275,0.0242191664646734,0.0039568393491655,1769.728695572487,0.905800135668084,4217,88.2
836,219.0,1134.46435546875,3315.739013671875,213.50477600097656,45.327573426850655,58.83534105131562,74.99181365966797,164.3073299355026,16.22374117545707,45.327573426850655,58.83534105131562,0.5188181106794744,0.2338445403707512,2094.5494919826924,0.7704140507542291,4217,65.42
622,257.0,1143.8687744140625,3496.5498046875,745.3002319335938,44.50022060216894,62.041293817341206,93.76705169677734,168.4910525977987,18.93504438578115,44.50022060216894,62.041293817341206,0.5956845059050364,0.1950807893082705,2168.367510050851,0.7172677722225491,4217,68.48
517,231.0,1093.55078125,2765.87646484375,299.91436767578125,46.33216932597468,52.4813206318498,67.18904113769531,155.36617404696503,12.400715847012984,46.33216932597468,52.4813206318498,0.4193303254338886,0.2567417610557936,1909.7533092026351,0.8828316202442641,4217,69.95
801,255.0,1095.3177490234375,2045.9896240234373,553.3025512695312,43.88367800404337,50.46187168324235,104.7631378173828,148.37781344505507,1.074989481508284,43.88367800404337,50.46187168324235,0.0310075287702131,0.0342558091015369,1739.2269487587848,0.8696403153554944,4217,88.2
622,257.0,1144.5992431640625,3498.370361328125,614.256591796875,44.43432855939788,62.99063143441471,89.77354431152344,170.00383328863174,19.472548852030464,44.43432855939788,62.99063143441471,0.5975234420190242,0.2213333773495933,2198.287372469968,0.705411702463445,4217,68.48
517,231.0,1101.8319702148438,2765.83837890625,160.3545379638672,47.531723745139054,53.75592538144812,53.22100067138672,159.25250292935445,13.479896588527708,47.531723745139054,53.75592538144812,0.4697270579137718,0.2077522780597656,2006.7801109859267,0.8842136640353118,4217,69.95
801,255.0,1089.56982421875,2046.1634521484373,408.0088806152344,42.55904724010061,50.351647604103015,106.65958404541016,146.20055159378558,1.6171869187580112,42.55904724010061,50.351647604103015,0.0321224129620948,0.0659776553099272,1683.0439785355954,0.8452364374394888,4217,88.2
622,257.0,1140.2064208984375,3503.21630859375,477.6034240722656,44.992685759889945,62.69393454336062,85.74568176269531,170.29831463897324,19.89763895906488,44.992685759889945,62.69393454336062,0.6157091569629703,0.2224347556878911,2215.426396096785,0.7176561191700599,4217,68.48
801,255.0,1082.3770751953125,2046.213623046875,266.9456481933594,41.391197702061405,50.18801756446511,103.75565338134766,144.1843155535639,2.582089462302468,41.391197702061405,50.18801756446511,0.0424865490239053,0.1134962773842626,1631.5407150799722,0.8247227069468437,4217,88.2
622,257.0,1134.86767578125,3508.434814453125,346.6535339355469,45.52406547076234,62.32660053872581,82.40756225585938,170.44097896436395,20.890187050505475,45.52406547076234,62.32660053872581,0.645040410472472,0.2373217001209981,2228.4575241379134,0.7304114948877496,4217,68.48
622,257.0,1128.6746826171875,3517.44482421875,219.27394104003903,46.12416517992741,62.58299490231714,77.67638397216797,171.73680127390955,20.626036143643773,46.12416517992741,62.58299490231714,0.6351012789708218,0.2270736416803431,2267.1212233904103,0.7370079564252311,4217,68.48
839,312.0,1134.934814453125,1001.769287109375,1111.545166015625,49.378145092853046,65.49368930871483,74.67206573486328,181.3291935850658,14.868605411972329,49.378145092853046,65.49368930871483,0.4532989956794353,0.0230193288881897,2539.943804545146,0.7539374497610201,4217,100.76
839,312.0,1129.0712890625,996.984375,1003.654541015625,48.748000153121154,64.459081789149,81.17720031738281,178.6825475093453,14.658986151276787,48.748000153121154,64.459081789149,0.4543701250126656,0.0250673435530277,2467.9184226728376,0.7562627142685635,4217,100.76
659,313.0,1166.7144775390625,1769.135009765625,968.7426147460938,45.85831858004703,50.47896364452817,27.190847396850582,151.41329191536164,4.640644048757831,45.85831858004703,50.47896364452817,0.1827220498309318,0.0270419559235118,1818.1028118184045,0.9084639475362524,4217,79.11
505,320.0,1117.107666015625,1973.36083984375,1009.79443359375,44.3451039853894,53.57204272552292,149.362548828125,154.14952567019623,8.95847566508342,44.3451039853894,53.57204272552292,0.3238345356292527,0.1103705675512293,1865.8372772007965,0.8277657847133464,4217,86.24
560,326.0,1168.2969970703125,2239.142578125,1087.6617431640625,45.212829970687984,50.30215964663992,116.0171127319336,150.14110391772212,7.019179214770037,45.212829970687984,50.30215964663992,0.2730102735721349,0.0637301093543291,1786.233392346445,0.8988248275679771,4217,73.94
659,313.0,1166.0560302734375,1769.43603515625,863.07421875,45.77291923941759,50.16932114151023,29.6933708190918,150.7848416045592,3.269381821678131,45.77291923941759,50.16932114151023,0.1301147858587427,0.0055047097609216,1803.5854245984876,0.912368718530356,4217,79.11
