,aruco_ids,fruit_id,height,x,y,ma,MA,angle,perimeter,coff,calyx_MA,calyx_ma,calyx_MA_rel,calyx_ma_rel,area,maMAratio,KPIN,gt_weight,x_calyx_MA_rel,x_maMAratio,height_calyx_ma,perimeter_coff
670,98,-1828,1305.697021,3531.974609,844.5579834,51.25656462,60.91980833,96.11965942,176.5332784,19.43753663,51.25656462,60.91980833,0.637540168,0.025560708,2452.437253,0.841377641,7145,88.27,2251.7756855935945,2971.7244645923174,79542.81225637198,3431.372065313988
671,98,-1828,1296.98938,3530.110107,783.4978638,50.93791902,60.44031713,91.4989624,175.2710347,19.17948805,50.93791902,60.44031713,0.634197367,0.02628354,2418.008451,0.842780472,7145,88.27,2238.786535079488,2975.1078621894303,78390.44944144208,3361.6087155397854
672,98,-1828,1294.558594,3532.083496,723.5089111,50.76507007,60.42090103,88.85301971,174.9799684,19.52906422,50.76507007,60.42090103,0.646303893,0.02403127,2409.029225,0.84019055,7145,88.27,2282.7993138658503,2967.6231751501628,78218.39668560996,3417.19504009717
673,98,-1828,1298.527954,3527.804199,658.0457764,50.74568614,60.44942496,83.1073761,174.997577,19.60768854,50.74568614,60.44942496,0.647575408,0.059288356,2409.246209,0.83947343,7145,88.27,2284.519243511538,2961.4978913029327,78495.26811378532,3431.297985070668
674,98,-1828,1299.820923,3519.355469,590.0794678,50.41417272,60.83657829,81.12811279,175.1359176,19.27885471,50.41417272,60.83657829,0.633003138,0.052935698,2408.836404,0.828681924,7145,88.27,2227.763055614462,2916.4262612908424,79076.65734506956,3376.419909912932
675,98,-1828,1290.4021,3519.687012,532.9863281,49.99233985,61.07301148,78.04805756,174.89544,19.21101078,49.99233985,61.07301148,0.626719408,0.061263326,2397.964121,0.818566805,7145,88.27,2205.856160505929,2881.0989520128364,78808.7422671161,3359.918183212843
676,98,-1828,1294.342529,3515.994629,460.9610291,50.90276186,61.23287818,72.79995728,176.516153,19.72136515,50.90276186,61.23287818,0.638455092,0.086691917,2448.025298,0.831297881,7145,88.27,2244.8046743297004,2922.838884695081,79256.31840145012,3481.139508186268
677,98,-1828,1293.331909,3517.676514,402.5053711,51.20786202,61.22423546,71.00302124,176.9585211,20.00560883,51.20786202,61.22423546,0.651455813,0.065143699,2462.350635,0.836398554,7145,88.27,2291.610813298876,2942.179549749361,79183.2573245473,3540.1629522619014
678,98,-1828,1290.236816,3515.033691,323.9746704,50.86397102,61.91805196,68.22357941,177.5833096,19.89676081,50.86397102,61.91805196,0.638663869,0.074727996,2473.531405,0.821472404,7145,88.27,2244.925016759411,2887.5031762867634,79888.95021379297,3533.3326349593767
679,98,-1828,1300.154175,3512.815918,256.0666199,50.83646579,62.60843778,64.6775589,178.6788651,20.02963654,50.83646579,62.60843778,0.63679652,0.079987509,2499.75876,0.811974673,7145,88.27,2236.948951983005,2852.317556327245,81400.62176989473,3578.8727253326906
