aruco_ids,fruit_id,height,x,y,ma,MA,angle,perimeter,coff,calyx_MA,calyx_ma,calyx_MA_rel,calyx_ma_rel,area,maMAratio,KPIN,gt_weight,x_calyx_MA_rel,x_maMAratio,height_calyx_ma,perimeter_coff
146,-1842,1371.485229,1084.885864,68.29098511,46.06354176,57.60248678,108.2008514,163.3429854,14.14664071,46.06354176,57.60248678,0.489040617,0.069135203,2083.955503,0.799679742,7145,12.09,530.5532523051381,867.5612478229672,79000.95977243777,2310.754526952576
146,-1842,1361.807373,1083.783081,46.086689,45.48286351,57.9311102,104.8725586,163.0312569,14.8111783,45.48286351,57.9311102,0.503173302,0.124321511,2069.424241,0.785119832,7145,12.09,545.3307115185034,850.8995904791624,78891.01299643551,2414.6850144190053
354,-2629,1391.344238,3574.995117,1058.66687,45.39592912,68.18521076,102.4908905,180.2130002,18.26675131,45.39592912,68.18521076,0.535367353,0.050670568,2431.067278,0.665773833,7145,12.19,1913.9356727762154,2380.1382020013734,94869.1001077416,3291.9060574823807
354,-2629,1383.867432,3583.110596,1012.236755,45.48530773,68.49266947,99.45885468,180.8646368,17.79071214,45.48530773,68.49266947,0.517764612,0.066217502,2446.837408,0.664090159,7145,12.19,1855.2078674910288,2379.5084854122247,94784.7746102737,3217.710689614451
354,-2629,1394.803467,3579.386719,936.0287476,45.81533973,69.08890133,98.92948914,182.3471146,17.60432342,45.81533973,69.08890133,0.508247062,0.059836381,2486.045536,0.66313603,7145,12.19,1819.2127836935697,2373.6202986723856,96365.43910630491,3210.097580122204
354,-2629,1393.858276,3572.198975,881.762146,45.24225497,68.58494662,97.73923492,180.6841347,17.71999997,45.24225497,68.58494662,0.516163705,0.020190938,2437.041525,0.659652842,7145,12.19,1843.839457933202,2356.4112060482366,95597.69545530522,3201.7228614634755
354,-2629,1390.312012,3573.014404,831.3475952,46.16588569,68.42364457,97.11348724,181.6986016,17.63304025,46.16588569,68.42364457,0.515342929,0.016535477,2480.945685,0.674706616,7145,12.19,1841.3277083165494,2410.736457442097,95130.21495048958,3203.898755381514
354,-2629,1380.393188,3573.148193,773.5757446,45.32424444,68.44996815,95.03189087,180.5668002,17.51797623,45.32424444,68.44996815,0.511846944,0.005034962,2436.653104,0.662151432,7145,12.19,1828.904983046172,2365.9651927431623,94487.86975307697,3163.164913830759
354,-2629,1392.905762,3565.427979,713.4796753,46.89933342,67.40661453,94.58683777,180.9990797,17.48374379,46.89933342,67.40661453,0.517666023,0.041583829,2482.899076,0.695767526,7145,12.19,1845.7009221818575,2480.70900408001,93891.06177574993,3164.54153570059
354,-2629,1388.245117,3567.443604,661.5511475,46.35111411,66.82730648,92.94605255,179.2380067,17.02016932,46.35111411,66.82730648,0.50848277,0.048819561,2432.786604,0.693595426,7145,12.19,1813.983605580703,2474.3625662473555,92772.68190312246,3050.6612226132947
354,-2629,1381.085205,3575.41333,602.4899902,46.30179461,67.11667442,91.13278961,179.6605985,17.18482241,46.30179461,67.11667442,0.511718052,0.039974095,2440.720983,0.689870215,7145,12.19,1829.603544322433,2466.5711626809657,92693.84605026395,3087.435479296812
354,-2629,1381.627075,3581.457764,543.9446411,46.83933233,67.71646099,88.91467285,181.44105,17.47393491,46.83933233,67.71646099,0.513616234,0.063063632,2491.121041,0.691697877,7145,12.19,1839.494848975741,2477.286731923967,93558.89592696531,3170.4890977020555
354,-2629,1380.35022,3579.284424,492.9111938,46.95592104,68.02609299,87.71709442,182.1327545,17.58847909,46.95592104,68.02609299,0.514618919,0.073403627,2508.740688,0.690263382,7145,12.19,1841.9674810724177,2470.648971650162,93899.83242448696,3203.4381441273536
354,-2629,1372.511353,3576.759277,440.7150879,47.2319883,67.94175273,87.01924896,182.3798247,17.2941519,47.2319883,67.94175273,0.504965017,0.100093463,2520.361611,0.695183542,7145,12.19,1806.1383091152127,2486.504183066219,93250.82696464375,3154.104391857172
354,-2629,1385.772339,3567.712402,378.1296387,47.45868205,69.51866657,86.26037598,185.3849228,17.78282159,47.45868205,69.51866657,0.506283805,0.095426816,2591.236117,0.682675379,7145,12.19,1806.2750100302499,2435.58941619835,96337.04517687,3296.6670076283235
354,-2629,1336.382446,3562.647705,335.9044495,45.88876871,66.41417342,84.35791779,177.8813053,16.8124181,45.88876871,66.41417342,0.498921906,0.118163072,2393.630213,0.690948428,7145,12.19,1777.4829833851259,2461.6058312875575,88754.73552408778,2990.614876877346
354,-2629,1395.122803,3552.251465,270.9017639,48.29411861,67.65266899,83.15097046,183.4002561,17.60135121,48.29411861,67.65266899,0.512934422,0.12572216,2566.073316,0.713853856,7145,12.19,1822.072051998428,2535.788405771899,94383.78119175998,3228.092319620045
354,-2629,1391.617554,3546.062988,225.1791077,48.78538332,66.48723596,81.02877045,182.1388931,17.72636381,48.78538332,66.48723596,0.528593642,0.099487269,2547.521639,0.733755624,7145,12.19,1874.4263495883224,2601.9436605032447,92524.80467887604,3228.6602830412985
354,-2629,1377.456543,3555.155762,186.0013885,48.68573727,65.17696037,76.80622864,179.7942998,17.55329953,48.68573727,65.17696037,0.535433485,0.076276208,2492.216317,0.74697772,7145,12.19,1903.5494393654903,2655.6221453436224,89778.4305145082,3155.9831981760194
246,-2885,1340.469238,1892.741943,991.8220215,50.0487923,56.65061701,40.05050278,167.7634865,7.729416973,50.0487923,56.65061701,0.232860112,0.166538397,2226.835458,0.883464205,7145,12.26,440.74410083407764,1672.1697559426502,75938.40941562453,1296.7139400027563
246,-2885,1344.778442,1898.652466,919.621521,50.11187285,56.19976948,42.86234665,167.1308685,6.801795439,50.11187285,56.19976948,0.195878189,0.168227561,2211.897764,0.891673993,7145,12.26,371.9046065804641,1692.9790256775168,75576.23844207355,1136.7899790794088
246,-2885,1345.444824,1899.363892,849.7849121,50.05989209,55.6602879,43.42972565,166.1813945,5.709819438,50.05989209,55.6602879,0.179248353,0.113284109,2188.392606,0.899382558,7145,12.26,340.4578493886699,1708.254755759796,74887.84625740483,948.8657565500464
246,-2885,1347.26416,1900.437622,781.1174927,50.51814345,56.21670291,47.49765396,167.7782028,4.875672302,50.51814345,56.21670291,0.142751661,0.109022327,2230.502087,0.898632272,7145,12.26,271.29062716739014,1707.794578052137,75738.7490240107,818.0315362712988
