aruco_ids,fruit_id,x,y,ma,MA,angle,perimeter,coff,calyx_MA,calyx_ma,calyx_MA_rel,calyx_ma_rel,area,maMAratio,KPIN,gt_weight
776,-357,1650.922729,1004.505066,47.79334933,54.41453343,124.5409698,160.7162516,1.420571621,47.79334933,54.41453343,0.049180236,0.022217211,2042.547937,0.878319565,4217,98.08
776,-357,1646.129883,933.1629639,48.21909985,55.64950369,113.3617249,163.3652252,1.853944208,48.21909985,55.64950369,0.046693462,0.055804237,2107.513065,0.866478525,4217,98.08
776,-357,1637.01416,871.3765259,47.77003324,54.40037173,117.5750885,160.65791,1.703892549,47.77003324,54.40037173,0.002951692,0.071252806,2041.020149,0.878119611,4217,98.08
776,-357,1635.109131,811.7962036,48.0013976,54.34277146,121.4549866,160.916181,2.405774368,48.0013976,54.34277146,0.033298703,0.092355937,2048.733869,0.883307868,4217,98.08
776,-357,1632.566772,748.2770386,47.9054265,53.96781529,124.6852112,160.1638185,3.05374796,47.9054265,53.96781529,0.068626902,0.102554086,2030.530091,0.887666589,4217,98.08
776,-357,1631.355103,693.9656982,47.80481806,54.3352364,128.1459808,160.6052273,4.270068439,47.80481806,54.3352364,0.099855842,0.139616077,2040.060805,0.879812461,4217,98.08
776,-357,1631.561768,633.6452637,48.42626168,54.9049362,129.5656433,162.47182,4.781315282,48.42626168,54.9049362,0.115238584,0.151258447,2088.248687,0.882001966,4217,98.08
776,-357,1630.775269,579.3294678,49.09051183,54.86205,129.1243744,163.4141634,6.03216426,49.09051183,54.86205,0.147830407,0.187186772,2115.239136,0.894799079,4217,98.08
776,-357,1631.243042,529.6339111,48.78721922,54.68628354,138.9893036,162.6678927,6.50800121,48.78721922,54.68628354,0.181781616,0.176001355,2095.435784,0.892128996,4217,98.08
776,-357,1626.859985,467.8827515,49.22425111,55.38234527,136.2486572,164.45805,7.045960054,49.22425111,55.38234527,0.196932186,0.19275084,2141.116714,0.888807631,4217,98.08
776,-357,1621.407593,416.768158,49.47104571,56.03838866,137.7399597,165.8943978,8.366808502,49.47104571,56.03838866,0.208050079,0.243847022,2177.341804,0.882806356,4217,98.08
776,-357,1615.618774,368.1376648,48.91505558,56.0976934,140.3858032,165.1466206,9.471441322,48.91505558,56.0976934,0.266563994,0.243645972,2155.149674,0.871961976,4217,98.08
700,-426,2407.827881,1112.210693,51.24669134,61.435743,156.1378174,177.3631412,11.14871755,51.24669134,61.435743,0.047692834,0.432675864,2472.730738,0.834151079,4217,83.58
776,-357,1612.574585,307.8403015,48.79191782,56.34766126,144.3302917,165.3661634,9.937580348,48.79191782,56.34766126,0.290387254,0.242658415,2159.303384,0.865908482,4217,98.08
700,-426,2400.436768,1047.562988,50.00136207,52.43765886,42.52305603,160.9335925,11.22034162,50.00136207,52.43765886,0.427404231,0.020439143,2059.278144,0.953539177,4217,83.58
700,-426,2401.700928,992.2130737,48.80115991,52.18517321,43.89146423,158.6734951,10.13177614,48.80115991,52.18517321,0.387842626,0.016710418,2000.171133,0.93515374,4217,83.58
