aruco_ids,fruit_id,x,y,ma,MA,angle,perimeter,coff,calyx_MA,calyx_ma,calyx_MA_rel,calyx_ma_rel,area,maMAratio,KPIN,gt_weight
98,-1828,3512.815918,256.0666199,50.83646579,62.60843778,64.6775589,178.6788651,20.02963654,50.83646579,62.60843778,0.63679652,0.079987509,2499.75876,0.811974673,7145,88.27
97,-1867,1975.41272,568.3133545,51.22349495,54.89258483,38.49274826,166.7365711,10.89456437,51.22349495,54.89258483,0.360715455,0.176008639,2208.374735,0.933158734,7145,114.98
493,-1848,2540.968262,328.8692627,50.60378839,54.61739078,47.68451309,165.3411681,10.66071647,50.60378839,54.61739078,0.380536456,0.101908731,2170.720268,0.926514205,7145,97.13
496,-1885,3664.446045,830.2264404,46.47571242,59.96469009,94.91129303,167.8681604,18.51946169,46.47571242,59.96469009,0.617649571,0.011795198,2188.82747,0.775051323,7145,79.76
98,-1828,3515.839844,198.8008575,50.75796616,62.9127794,61.8056488,179.0643514,20.78897294,50.75796616,62.9127794,0.656994227,0.0811619,2508.031376,0.806798979,7145,88.27
493,-1848,2541.252441,267.0636902,50.87676731,54.72589717,51.56663895,165.9353768,9.51513945,50.87676731,54.72589717,0.339562165,0.078248646,2186.765835,0.929665295,7145,97.13
97,-1867,1973.840454,507.8089905,51.43560616,54.94942829,36.71889877,167.1548007,10.79603126,51.43560616,54.94942829,0.326116718,0.226103227,2219.815716,0.936053527,7145,114.98
496,-1885,3669.928467,776.9298706,47.38005676,59.61102332,91.02150726,168.6107226,18.65839015,47.38005676,59.61102332,0.625346169,0.040722308,2218.257892,0.794820389,7145,79.76
496,-1885,3676.859863,710.4226074,49.55502062,60.10968613,85.18934631,172.6600662,18.96103597,49.55502062,60.10968613,0.630593833,0.03643477,2339.494361,0.824409905,7145,79.76
97,-1867,1976.578125,436.9220276,51.2768121,54.12522657,32.1152153,165.5953651,10.68703846,51.2768121,54.12522657,0.293941288,0.269838547,2179.769772,0.947373625,7145,114.98
98,-1828,3522.030273,128.9410095,50.25127974,63.24490716,59.43727493,178.8640431,20.96644788,50.25127974,63.24490716,0.657927581,0.084959996,2496.103372,0.794550613,7145,88.27
493,-1848,2544.887207,194.1573486,50.84911372,54.47790516,53.89651489,165.4963938,9.068248607,50.84911372,54.47790516,0.326926567,0.068125733,2175.673232,0.933389666,7145,97.13
496,-1885,3672.429443,636.4282837,49.51362899,60.29050436,78.67147064,172.8955419,18.32342905,49.51362899,60.29050436,0.601428319,0.109469792,2344.571905,0.821250867,7145,79.76
479,-1928,1901.083252,1080.391602,47.66753841,54.16213211,179.4922485,160.1163771,18.62583105,47.66753841,54.16213211,0.65157195,0.242017836,2027.721746,0.88008977,7145,76.32
493,-1848,2542.534912,114.7024231,51.07902441,55.01537258,58.20008087,166.7100468,8.269831665,51.07902441,55.01537258,0.294896232,0.067151438,2207.072165,0.928450032,7145,97.13
97,-1867,1974.413696,358.2451172,52.01570531,54.28476078,44.30345917,166.9954024,10.0968508,52.01570531,54.28476078,0.298694673,0.228946496,2217.697472,0.958200876,7145,114.98
496,-1885,3679.0896,578.3364868,49.8049326,61.42725231,73.63725281,175.2003198,18.5168795,49.8049326,61.42725231,0.59434388,0.111065576,2402.831559,0.810795384,7145,79.76
97,-1867,1975.846313,297.3268433,51.76859446,53.61497959,38.62929916,165.548835,10.3163569,51.76859446,53.61497959,0.251749878,0.292832488,2179.929258,0.96556214,7145,114.98
479,-1928,1902.95874,1022.747131,47.4712807,53.07839751,178.5022888,158.0658778,17.49888623,47.4712807,53.07839751,0.62765123,0.201098094,1978.967366,0.894361603,7145,76.32
496,-1885,3679.380371,500.4455872,48.94642879,61.29832517,74.02600861,173.7159437,18.27982323,48.94642879,61.29832517,0.594666925,0.057642268,2356.456898,0.798495369,7145,79.76
479,-1928,1902.985596,941.2147827,47.62176928,52.56954813,174.9454498,157.4761192,16.40851359,47.62176928,52.56954813,0.599424955,0.163975997,1966.208874,0.905881275,7145,76.32
97,-1867,1976.377563,215.5299225,51.90434188,54.04129514,26.28318024,166.4359444,10.79355577,51.90434188,54.04129514,0.131769824,0.389889001,2203.024458,0.960457031,7145,114.98
65,-1933,3592.528809,995.3707275,50.12272536,65.04406372,95.65422058,181.6635534,25.6084026,50.12272536,65.04406372,0.784766671,0.095082912,2560.543894,0.770596462,7145,91.33
31,-1942,947.0618896,1120.248535,53.46192045,64.38538176,60.03695679,185.5119364,22.96895761,53.46192045,64.38538176,0.700513869,0.162856088,2703.470979,0.830342525,7145,119.99
97,-1867,1974.407471,146.2256927,52.37125313,54.25752746,8.587004662,167.5052009,11.29768756,52.37125313,54.25752746,0.039150452,0.430588388,2231.736138,0.96523479,7145,114.98
479,-1928,1901.157593,873.807373,48.1219592,51.80731926,175.241333,157.0219217,15.58746939,48.1219592,51.80731926,0.569588508,0.199485625,1958.052366,0.928864104,7145,76.32
496,-1885,3679.568359,435.2974854,50.11079588,61.05885315,72.02983093,175.0485303,19.22433638,50.11079588,61.05885315,0.62953923,0.020828523,2403.088829,0.820696644,7145,79.76
65,-1933,3594.724121,929.161438,50.50587813,65.26848453,93.65827179,182.5979161,25.35006403,50.50587813,65.26848453,0.774981661,0.074913264,2589.019591,0.773817233,7145,91.33
31,-1942,942.3505249,1057.217163,54.11644505,64.12016004,60.9413681,186.0581505,23.12753681,54.11644505,64.12016004,0.711125989,0.150751069,2725.296376,0.843984872,7145,119.99
479,-1928,1901.140747,803.8781738,47.9037089,51.14817283,174.6431274,155.6320681,15.11784224,47.9037089,51.14817283,0.560999439,0.189319211,1924.372513,0.936567354,7145,76.32
97,-1867,1975.597046,74.60163116,52.64317459,54.70399656,174.7341156,168.6360789,11.68553791,52.64317459,54.70399656,0.15952018,0.407918474,2261.78338,0.962327762,7145,114.98
65,-1933,3600.688721,863.791748,50.72242495,65.05471007,90.69782257,182.5597026,25.11976081,50.72242495,65.05471007,0.769458705,0.086558306,2591.603963,0.77968874,7145,91.33
496,-1885,3685.172119,369.5526123,50.64723818,61.831405,69.34145355,177.1180237,19.57791241,50.64723818,61.831405,0.632822646,0.014612937,2459.544953,0.819118346,7145,79.76
31,-1942,940.0943604,989.5236206,53.97744931,63.96196436,63.13615799,185.590883,22.53809392,53.97744931,63.96196436,0.698043275,0.126584396,2711.590057,0.843899181,7145,119.99
479,-1928,1894.927246,726.7731323,48.06069231,50.47343769,166.3805389,154.8002508,13.80472269,48.06069231,50.47343769,0.532333826,0.119416415,1905.209722,0.952197721,7145,76.32
65,-1933,3593.481445,788.9559937,50.24781041,65.17595641,88.63069916,182.0662104,25.54301896,50.24781041,65.17595641,0.781317012,0.069702622,2572.139009,0.770956242,7145,91.33
496,-1885,3678.452881,296.6789856,49.70933411,61.83658933,68.11946106,175.7340731,18.98630874,49.70933411,61.83658933,0.613940384,0.000304292,2414.200605,0.80388221,7145,79.76
31,-1942,931.7266846,915.2624512,54.18498607,63.77540286,67.29782867,185.5980676,22.2092125,54.18498607,63.77540286,0.68283894,0.158259709,2714.076334,0.849622012,7145,119.99
65,-1933,3598.055664,724.6230469,49.12119458,64.85241764,87.58957672,179.8830183,24.73327541,49.12119458,64.85241764,0.762252364,0.038437993,2501.986558,0.75743043,7145,91.33
479,-1928,1894.726074,660.2127686,48.07992365,50.27436158,158.1968231,154.5137776,13.09897135,48.07992365,50.27436158,0.518472294,0.050607957,1898.454597,0.956350755,7145,76.32
496,-1885,3681.116211,232.1078033,49.41199272,62.02848826,66.42545319,175.6116598,19.59888644,49.41199272,62.02848826,0.631886717,0.015335169,2407.207052,0.796601596,7145,79.76
31,-1942,929.706543,852.0018311,54.09748475,63.85762833,71.44741821,185.6007375,22.25865616,54.09748475,63.85762833,0.675919627,0.203164965,2713.187074,0.84715775,7145,119.99
65,-1933,3594.559082,648.7735596,49.55182829,65.29260732,84.40119934,181.2454468,24.34611182,49.55182829,65.29260732,0.744653873,0.045493252,2541.052138,0.758919429,7145,91.33
75,-1981,3657.94873,1042.560425,46.35107036,68.25637119,104.570816,181.6728849,26.22842125,46.35107036,68.25637119,0.766895809,0.054672551,2484.808045,0.67907317,7145,85.53
496,-1885,3677.003174,157.3283539,47.85912768,62.44622583,64.87502289,174.0256061,19.77487654,47.85912768,62.44622583,0.633329666,0.004371908,2347.258147,0.766405448,7145,79.76
31,-1942,923.7583008,775.4793701,54.75067184,63.4777918,76.50511932,185.9658989,21.21986662,54.75067184,63.4777918,0.641589952,0.225576239,2729.61342,0.862516957,7145,119.99
65,-1933,3605.304932,580.5054932,48.66276435,65.29520573,82.24298096,179.9593281,24.17807669,48.66276435,65.29520573,0.739978275,0.04014228,2495.559632,0.745273161,7145,91.33
496,-1885,3685.759033,88.94329071,48.1703782,63.24441869,62.05974197,175.8117685,19.7990254,48.1703782,63.24441869,0.625646504,0.049274588,2392.721448,0.761654217,7145,79.76
75,-1981,3671.293213,974.6975708,46.85383066,68.32197976,102.6624985,182.4925709,26.69925614,46.85383066,68.32197976,0.780165917,0.064639599,2514.174558,0.685779757,7145,85.53
31,-1942,926.8023071,711.4268799,54.6914405,63.52135048,81.45127106,185.9473131,21.25867515,54.6914405,63.52135048,0.634752739,0.242960006,2728.531465,0.860993038,7145,119.99
75,-1981,3675.248535,912.1223145,46.54908076,69.19065796,100.8452301,183.5471018,26.18482885,46.54908076,69.19065796,0.754822645,0.087719682,2529.580186,0.672765401,7145,85.53
31,-1942,918.6472778,646.2680054,54.71954671,63.05397459,84.92195892,185.2299007,20.50337173,54.71954671,63.05397459,0.617690316,0.237787384,2709.84743,0.867820737,7145,119.99
65,-1933,3607.223145,517.2250977,48.8814588,65.82847779,78.41077423,181.1705001,24.9367409,48.8814588,65.82847779,0.755517295,0.078201223,2527.247947,0.742557939,7145,91.33
65,-1933,3612.286377,440.1245422,48.16889577,66.02634788,75.9283371,180.475757,24.92207285,48.16889577,66.02634788,0.75292192,0.079566395,2497.893097,0.729540514,7145,91.33
75,-1981,3680.848633,833.9957275,46.60627365,68.46527869,98.26395416,182.3882857,26.47835209,46.60627365,68.46527869,0.769465457,0.087227323,2506.136043,0.680728605,7145,85.53
29,-2014,997.8653564,1102.676025,44.95296247,53.71072465,40.27809525,155.2859811,18.10634682,44.95296247,53.71072465,0.670638539,0.065367154,1896.309457,0.836945745,7145,88.94
31,-1942,921.1349487,570.9918213,54.18154723,62.93930829,88.40955353,184.2302646,20.0920928,54.18154723,62.93930829,0.606711777,0.244065947,2678.324844,0.860853872,7145,119.99
75,-1981,3682.550537,762.7949219,46.45882371,68.40635369,96.43227386,182.080381,26.25478405,46.45882371,68.40635369,0.764711916,0.095061578,2496.057195,0.679159482,7145,85.53
427,-2028,3242.480469,1102.622192,51.06018882,60.12413358,115.8228989,174.9382147,19.29443045,51.06018882,60.12413358,0.625700719,0.151312861,2411.132788,0.849246148,7145,91.89
29,-2014,995.5253906,1036.400269,50.21223354,58.68789893,42.89085388,171.3190735,19.169971,50.21223354,58.68789893,0.648924446,0.08612767,2314.45096,0.855580698,7145,88.94
31,-1942,919.5488892,503.193512,53.44136828,62.60487536,94.7516098,182.5692771,19.81820073,53.44136828,62.60487536,0.591603331,0.263930196,2627.698939,0.853629497,7145,119.99
65,-1933,3612.911133,369.374176,48.59050366,68.35423276,72.81850433,185.0103593,25.1366853,48.59050366,68.35423276,0.734026317,0.073965775,2608.595225,0.710863127,7145,91.33
427,-2028,3243.815186,1023.965332,50.45268127,60.04864344,113.0939178,173.9024717,19.22384215,50.45268127,60.04864344,0.629642579,0.136802038,2379.45411,0.840196853,7145,91.89
31,-1942,917.453186,427.6271973,52.82612289,61.87731438,100.5190125,180.4563227,19.19955191,52.82612289,61.87731438,0.567307384,0.287931909,2567.261304,0.853723589,7145,119.99
483,-1995,1946.990723,786.7346802,46.50506926,49.05034849,139.450058,150.1247245,2.049407516,46.50506926,49.05034849,0.006378276,0.088068554,1791.563782,0.948108845,7145,82.97
75,-1981,3684.393066,688.7492065,46.70838013,68.89050114,94.00251007,183.2576858,26.35457311,46.70838013,68.89050114,0.763906432,0.083694295,2527.225712,0.678009005,7145,85.53
29,-2014,993.0187988,961.7014771,50.52174369,57.83372375,47.26511765,170.3981921,18.13602955,50.52174369,57.83372375,0.625381013,0.053741949,2294.823924,0.873568922,7145,88.94
479,-1928,1893.560303,215.8577271,48.24063972,48.70121726,95.89157867,152.2767722,7.938686395,48.24063972,48.70121726,0.265527457,0.19008969,1845.197068,0.990542792,7145,76.32
65,-1933,3615.875244,294.5910034,48.98392957,70.1363258,70.54875946,188.5915827,24.45130794,48.98392957,70.1363258,0.694511603,0.092777159,2698.276894,0.698410261,7145,91.33
